Compound ID,measured_log_solubility,ESOL_log,SMILES,standard_smiles,standard_inchikeys
m-Chloroaniline,-1.37,-2.392,Nc1cccc(Cl)c1,Nc1cccc(Cl)c1,PNPCRKVUWYDDST-UHFFFAOYSA-N
Piperophos,-4.15,-4.637,CCCOP(=S)(OCCC)SCC(=O)N1CCCCC1C,CCCOP(=S)(OCCC)SCC(=O)N1CCCCC1C,UNLYSVIDNRIVFJ-UHFFFAOYSA-N
norethindrone acetate,-4.8,-4.241,CC(=O)OC3(CCC4C2CCC1=CC(=O)CCC1C2CCC34C)C#C,C#CC1(OC(C)=O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C,IMONTRJLAWHYGT-UHFFFAOYSA-N
"Sparsomycin (3,8mg/ml)",-1.981,-1.57,CSCS(=O)CC(CO)NC(=O)C=Cc1c(C)[nH]c(=O)[nH]c1=O,CSC[S+]([O-])CC(CO)NC(=O)C=Cc1c(C)[nH]c(=O)[nH]c1=O,XKLZIVIOZDNKEQ-UHFFFAOYSA-N
Anilofos,-4.432,-5.106,COP(=S)(OC)SCC(=O)N(C(C)C)c1ccc(Cl)cc1,COP(=S)(OC)SCC(=O)N(c1ccc(Cl)cc1)C(C)C,NXQDBZGWYSEGFL-UHFFFAOYSA-N
"2,2',4,4',6,6'-PCB",-8.71,-7.179,Clc1cc(Cl)c(c(Cl)c1)c2c(Cl)cc(Cl)cc2Cl ,Clc1cc(Cl)c(-c2c(Cl)cc(Cl)cc2Cl)c(Cl)c1,ICOAEPDGFWLUTI-UHFFFAOYSA-N
o-Fluorobromobenzene,-2.7,-3.467,Fc1ccccc1Br,Fc1ccccc1Br,IPWBFGUBXWMIPR-UHFFFAOYSA-N
Chloramphenicol,-2.111,-2.613,OCC(NC(=O)C(Cl)Cl)C(O)c1ccc(cc1)N(=O)=O,O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,WIIZWVCIJKGZOK-UHFFFAOYSA-N
Pentobarbital,-2.39,-2.312,O=C1NC(=O)NC(=O)C1(CC)C(C)CCC,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,WEXRUCMBJFQVBZ-UHFFFAOYSA-N
Pentane,-3.18,-2.261,CCCCC,CCCCC,OFBQJSOFQDEBGM-UHFFFAOYSA-N
acetazolamide,-2.36,-0.793,CC(=O)Nc1nnc(s1)S(N)(=O)=O ,CC(=O)Nc1nnc(S(N)(=O)=O)s1,BZKPWHYZMXOIDC-UHFFFAOYSA-N
"2,3,4,5-Tetrachlorophenol",-3.15,-4.335,Oc1cc(Cl)c(Cl)c(Cl)c1Cl,Oc1cc(Cl)c(Cl)c(Cl)c1Cl,RULKYXXCCZZKDZ-UHFFFAOYSA-N
Phorate,-4.11,-3.747,CCOP(=S)(OCC)SCSCC,CCOP(=S)(OCC)SCSCC,BULVZWIRKLYCBC-UHFFFAOYSA-N
ethyl cinnamate,-3.0,-3.098,CCOC(=O)C=Cc1ccccc1,CCOC(=O)C=Cc1ccccc1,KBEBGUQPQBELIU-UHFFFAOYSA-N
3-Octanol,-1.98,-2.033,CCCCCC(O)CC,CCCCCC(O)CC,NMRPBPVERJPACX-UHFFFAOYSA-N
5-Methylchrysene,-6.59,-5.931,c1cccc2c3c(C)cc4ccccc4c3ccc12,Cc1cc2ccccc2c2ccc3ccccc3c12,GOHBXWHNJHENRX-UHFFFAOYSA-N
"2,3',4,4'-PCB",-7.8,-6.709,Clc1ccc(c(Cl)c1)c2ccc(Cl)c(Cl)c2Cl ,Clc1ccc(-c2ccc(Cl)c(Cl)c2Cl)c(Cl)c1,LACXVZHAJMVESG-UHFFFAOYSA-N
RTI 12,-4.114,-3.446,CCN2c1nc(Cl)ccc1N(C)C(=O)c3cccnc23 ,CCN1c2ncccc2C(=O)N(C)c2ccc(Cl)nc21,YSEMEGXOKULCML-UHFFFAOYSA-N
hematein,-2.7,-1.795,c1cc(O)c(O)c2OCC3(O)CC4=CC(=O)C(O)=CC4=C3c21,O=C1C=C2CC3(O)COc4c(ccc(O)c4O)C3=C2CC1=O,UHIAOZUHJYDVBH-UHFFFAOYSA-N
"1,2,3,5-Tetrachlorobenzene",-4.63,-4.621,Clc1cc(Cl)c(Cl)c(Cl)c1,Clc1cc(Cl)c(Cl)c(Cl)c1,QZYNWJQFTJXIRN-UHFFFAOYSA-N
dibutyl sebacate,-3.896,-4.726,CCCCOC(=O)CCCCCCCCC(=O)OCCCC,CCCCOC(=O)CCCCCCCCC(=O)OCCCC,PYGXAGIECVVIOZ-UHFFFAOYSA-N
Estragole,-2.92,-3.074,c1(OC)ccc(CC=C)cc1,C=CCc1ccc(OC)cc1,ZFMSMUAANRJZFM-UHFFFAOYSA-N
5-fluorouracil,-1.077,-0.792,Fc1c[nH]c(=O)[nH]c1=O ,O=c1[nH]cc(F)c(=O)[nH]1,GHASVSINZRGABV-UHFFFAOYSA-N
Ethyl hexanoate,-2.35,-2.254,CCCCCC(=O)OCC,CCCCCC(=O)OCC,SHZIWNPUGXLXDT-UHFFFAOYSA-N
adenine,-2.12,-1.255,Nc1ncnc2nc[nH]c12 ,Nc1ncnc2nc[nH]c12,GFFGJBXGBJISGV-UHFFFAOYSA-N
Phenylhydrazine,0.07,-1.866,NNc1ccccc1,NNc1ccccc1,HKOOXMFOFWEVGF-UHFFFAOYSA-N
uracil,-1.488,-0.441,O=c1cc[nH]c(=O)[nH]1 ,O=c1cc[nH]c(=O)[nH]1,ISAKRJDGNUQOIC-UHFFFAOYSA-N
Methyl acrylate,-0.22,-0.878,COC(=O)C=C,C=CC(=O)OC,BAPJBEWLBFYGME-UHFFFAOYSA-N
Ethylcyclohexane,-4.25,-3.245,CCC1CCCCC1,CCC1CCCCC1,IIEWJVIFRVWJOD-UHFFFAOYSA-N
trichlormethiazide,-2.68,-2.98,NS(=O)(=O)c2cc1c(NC(NS1(=O)=O)C(Cl)Cl)cc2Cl ,NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O,LMJSLTNSBFUCMU-UHFFFAOYSA-N
uric acid,-3.93,-0.541,O=c2[nH]c(=O)c1[nH]c(=O)[nH]c1[nH]2 ,O=c1[nH]c(=O)c2[nH]c(=O)[nH]c2[nH]1,LEHOTFFKMJEONL-UHFFFAOYSA-N
thiouracil,-2.273,-0.992,Sc1nccc(=O)[nH]1 ,O=c1ccnc(S)[nH]1,ZEMGGZBWXRYJHK-UHFFFAOYSA-N
Ethanethiol,-0.6,-0.968,CCS,CCS,DNJIEGIFACGWOD-UHFFFAOYSA-N
p-Chloroacetanilide,-2.843,-2.642,CC(=O)Nc1ccc(Cl)cc1,CC(=O)Nc1ccc(Cl)cc1,GGUOCFNAWIODMF-UHFFFAOYSA-N
Fluoromethalone,-4.099,-3.507,CC1CC2C3CCC(O)(C(=O)C)C3(C)CC(O)C2(F)C4(C)C=CC(=O)C=C14,CC(=O)C1(O)CCC2C3CC(C)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,FAOZLTXFLGPHNG-UHFFFAOYSA-N
Acetanilide,-1.33,-1.857,CC(=O)Nc1ccccc1,CC(=O)Nc1ccccc1,FZERHIULMFGESH-UHFFFAOYSA-N
3-Methyl-1-Butene,-2.73,-1.994,CC(C)C=C,C=CC(C)C,YHQXBTXEYZIYOV-UHFFFAOYSA-N
Isocarboxazid,-2.461,-2.251,Cc1cc(no1)C(=O)NNCc2ccccc2,Cc1cc(C(=O)NNCc2ccccc2)no1,XKFPYPQQHFEXRZ-UHFFFAOYSA-N
m-Fluorobromobenzene,-2.67,-3.467,Fc1cccc(Br)c1,Fc1cccc(Br)c1,QDFKKJYEIFBEFC-UHFFFAOYSA-N
Dienochlor,-7.278,-7.848,ClC1=C(Cl)C(Cl)(C(=C1Cl)Cl)C2(Cl)C(=C(Cl)C(=C2Cl)Cl)Cl,ClC1=C(Cl)C(Cl)(C2(Cl)C(Cl)=C(Cl)C(Cl)=C2Cl)C(Cl)=C1Cl,LWLJUMBEZJHXHV-UHFFFAOYSA-N
4-Nitroacetanilide,-2.692,-2.219,CC(=O)Nc1ccc(cc1)N(=O)=O,CC(=O)Nc1ccc([N+](=O)[O-])cc1,NQRLPDFELNCFHW-UHFFFAOYSA-N
Propane,-1.94,-1.553,CCC,CCC,ATUOYWHBWRKTHZ-UHFFFAOYSA-N
1-Bromopropane,-1.73,-1.949,CCCBr,CCCBr,CYNYIHKIEHGYOZ-UHFFFAOYSA-N
Metronidazole,-1.22,-0.859,Cc1ncc(N(=O)=O)n1CCO,Cc1ncc([N+](=O)[O-])n1CCO,VAOCPAMSLUNLGC-UHFFFAOYSA-N
Guaiacol,-1.96,-1.941,COc1ccccc1O ,COc1ccccc1O,LHGVFZTZFXWLCP-UHFFFAOYSA-N
Anethole,-3.13,-3.254,COc1ccc(C=CC)cc1,CC=Cc1ccc(OC)cc1,RUVINXPYWBROJD-UHFFFAOYSA-N
Terbumeton,-3.239,-3.505,CCNc1nc(NC(C)(C)C)nc(OC)n1,CCNc1nc(NC(C)(C)C)nc(OC)n1,BCQMBFHBDZVHKU-UHFFFAOYSA-N
Chloroethane,-1.06,-1.165,ClCC,CCCl,HRYZWHHZPQKTII-UHFFFAOYSA-N
Carvacrol,-2.08,-3.224,c1(O)c(C)ccc(C(C)C)c1,Cc1ccc(C(C)C)cc1O,RECUKUPTGUEGMW-UHFFFAOYSA-N
Metolachlor,-2.73,-3.431,CCc1cccc(C)c1N(C(C)COC)C(=O)CCl ,CCc1cccc(C)c1N(C(=O)CCl)C(C)COC,WVQBLGZPHOPPFO-UHFFFAOYSA-N
Cycluron,-2.218,-2.629,CN(C)C(=O)NC1CCCCCCC1,CN(C)C(=O)NC1CCCCCCC1,DQZCVNGCTZLGAQ-UHFFFAOYSA-N
"5,6,7,8-tetrahydro-2-naphthol",-1.99,-3.086,Oc2ccc1CCCCc1c2 ,Oc1ccc2c(c1)CCCC2,UMKXSOXZAXIOPJ-UHFFFAOYSA-N
5-Ethyl-5-phenylbarbital,-2.322,-2.272,O=C1NC(=O)NC(=O)C1(CC)c1ccccc1,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,DDBREPKUVSBGFI-UHFFFAOYSA-N
Ethyl butyrate,-1.28,-2.254,CCCCCOC(=O)CC,CCCCCOC(=O)CC,TWSRVQVEYJNFKQ-UHFFFAOYSA-N
Siduron,-4.11,-3.779,CC1CCCCC1NC(=O)Nc2ccccc2,CC1CCCCC1NC(=O)Nc1ccccc1,JXVIIQLNUPXOII-UHFFFAOYSA-N
DNOC,-1.456,-2.818,Cc1cc(cc(N(=O)=O)c1O)N(=O)=O,Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,ZXVONLUNISGICL-UHFFFAOYSA-N
"1,5-Dimethlnapthalene",-4.679,-4.147,Cc1cccc2c(C)cccc12,Cc1cccc2c(C)cccc12,SDDBCEWUYXVGCQ-UHFFFAOYSA-N
4-Methyl-2-pentanone,-0.74,-1.184,CC(C)CC(=O)C,CC(=O)CC(C)C,NTIZESTWPVYFNL-UHFFFAOYSA-N
Fluorobenzene,-1.8,-2.514,Fc1ccccc1,Fc1ccccc1,PYLWMHQQBFSUBP-UHFFFAOYSA-N
"5,5-Diisopropylbarbital",-2.766,-1.942,O=C1NC(=O)NC(=O)C1(C(C)C)C(C)C,CC(C)C1(C(C)C)C(=O)NC(=O)NC1=O,NSQYIEOSFPLTJA-UHFFFAOYSA-N
Butamben,-3.082,-3.039,CCCCOC(=O)c1ccc(N)cc1,CCCCOC(=O)c1ccc(N)cc1,IUWVALYLNVXWKX-UHFFFAOYSA-N
"2-Methyl-1,3-Butadiene ",-2.03,-1.714,CC(=C)C=C,C=CC(=C)C,RRHGJUQNOFWUDK-UHFFFAOYSA-N
m-Chloroiodobenzene,-3.55,-4.384,Clc1cccc(I)c1,Clc1cccc(I)c1,JMLWXCJXOYDXRN-UHFFFAOYSA-N
9-Methylanthracene,-5.89,-4.87,Cc1c2ccccc2cc3ccccc13,Cc1c2ccccc2cc2ccccc12,CPGPAVAKSZHMBP-UHFFFAOYSA-N
p-Bromoacetanilide,-3.083,-3.012,CC(=O)Nc1ccc(Br)cc1,CC(=O)Nc1ccc(Br)cc1,MSLICLMCQYQNPK-UHFFFAOYSA-N
"2,4,6-Trinitrotoluene",-3.22,-2.606,Cc1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O,Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],SPSSULHKWOKEEL-UHFFFAOYSA-N
Picene,-7.87,-6.618,c1ccc2c(c1)ccc3c2ccc4c5ccccc5ccc43,c1ccc2c(c1)ccc1c2ccc2c3ccccc3ccc21,GBROPGWFBFCKAG-UHFFFAOYSA-N
Prometryn,-4.1,-3.693,CSc1nc(NC(C)C)nc(NC(C)C)n1,CSc1nc(NC(C)C)nc(NC(C)C)n1,AAEVYOVXGOFMJO-UHFFFAOYSA-N
Bendroflumethiazide,-3.59,-3.741,NS(=O)(=O)c3cc2c(NC(Cc1ccccc1)NS2(=O)=O)cc3C(F)(F)F,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O,HDWIHXWEUNVBIY-UHFFFAOYSA-N
RTI 15,-4.554,-3.891,CCN2c1nc(C)cc(C)c1NC(=O)c3cccnc23 ,CCN1c2ncccc2C(=O)Nc2c(C)cc(C)nc21,UDDMNBYVRLYNKY-UHFFFAOYSA-N
"2,3',5-PCB",-6.01,-5.762,Clc1cccc(c1)c2cc(Cl)ccc2Cl ,Clc1cccc(-c2cc(Cl)ccc2Cl)c1,ONNCPBRWFSKDMQ-UHFFFAOYSA-N
3-Heptanol ,-1.47,-1.678,CCCCC(O)CC,CCCCC(O)CC,RZKSECIXORKHQS-UHFFFAOYSA-N
Pentylbenzene,-4.64,-3.899,CCCCCc1ccccc1,CCCCCc1ccccc1,PWATWSYOIIXYMA-UHFFFAOYSA-N
Ethofumesate,-3.42,-3.184,CCOC2Oc1ccc(OS(C)(=O)=O)cc1C2(C)C,CCOC1Oc2ccc(OS(C)(=O)=O)cc2C1(C)C,IRCMYGHHKLLGHV-UHFFFAOYSA-N
Bromobenzene,-2.55,-3.345,Brc1ccccc1,Brc1ccccc1,QARVLSVVCXYDNA-UHFFFAOYSA-N
Pentamethylbenzene,-4.0,-3.993,Cc1cc(C)c(C)c(C)c1C,Cc1cc(C)c(C)c(C)c1C,BEZDDPMMPIDMGJ-UHFFFAOYSA-N
2-Methyl-2-pentanol,-0.49,-1.308,CCCC(C)(C)O,CCCC(C)(C)O,WFRBDWRZVBPBDO-UHFFFAOYSA-N
RTI 5,-3.324,-3.471,CCN2c1ccccc1N(C)C(=O)c3cccnc23 ,CCN1c2ccccc2N(C)C(=O)c2cccnc21,QIBWCUCLHZVYNL-UHFFFAOYSA-N
Thymol,-2.22,-3.129,CC(C)c1ccc(C)cc1O,Cc1ccc(C(C)C)c(O)c1,MGSRCZKZVOBKFT-UHFFFAOYSA-N
Ethyl pentanoate,-1.75,-1.899,CCCOC(=O)CCC,CCCOC(=O)CCC,HUAZGNHGCJGYNP-UHFFFAOYSA-N
1-Iodonapthalene,-4.55,-4.889,Ic1cccc2ccccc12,Ic1cccc2ccccc12,NHPPIJMARIVBGU-UHFFFAOYSA-N
Eicosane,-8.172,-7.576,CCCCCCCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCCCCCC,CBFCDTFDPHXCNY-UHFFFAOYSA-N
"2,3,4-Trichlorophenol",-2.67,-3.705,Oc1ccc(Cl)c(Cl)c1Cl,Oc1ccc(Cl)c(Cl)c1Cl,HSQFVBWFPBKHEB-UHFFFAOYSA-N
Benzylchloride,-2.39,-2.887,ClCc1ccccc1,ClCc1ccccc1,KCXMKQUNVWSEMD-UHFFFAOYSA-N
"2,2',3,4,5-PCB",-7.21,-6.709,Clc1cc(Cl)c(cc1Cl)c2cccc(Cl)c2Cl ,Clc1cc(Cl)c(-c2cccc(Cl)c2Cl)cc1Cl,JTUSORDQZVOEAZ-UHFFFAOYSA-N
3-Pentanone,-0.28,-0.912,CCC(=O)CC,CCC(=O)CC,FDPIMTJIUBPUKL-UHFFFAOYSA-N
Methoprene,-5.19,-4.795,COC(C)(C)CCCC(C)CC=CC(C)=CC(=O)OC(C)C,COC(C)(C)CCCC(C)CC=CC(C)=CC(=O)OC(C)C,NFGXHKASABOEEW-UHFFFAOYSA-N
"1,3,5-Trinitrobenzene",-2.89,-2.324,O=N(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O,O=[N+]([O-])c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,UATJOMSPNYCXIX-UHFFFAOYSA-N
1-Decanol,-3.63,-2.814,CCCCCCCCCCO,CCCCCCCCCCO,MWKFXSUHUHTGQN-UHFFFAOYSA-N
Tetrafluthrin,-7.321,-6.339,Cc1c(F)c(F)c(COC(=O)C2C(C=C(Cl)C(F)(F)F)C2(C)C)c(F)c1F,Cc1c(F)c(F)c(COC(=O)C2C(C=C(Cl)C(F)(F)F)C2(C)C)c(F)c1F,ZFHGXWPMULPQSE-UHFFFAOYSA-N
Heptane,-4.53,-2.97,CCCCCCC,CCCCCCC,IMNFDUFMRHMDMM-UHFFFAOYSA-N
"1,3,5-Trichlorobenzene",-4.48,-4.159,Clc1cc(Cl)cc(Cl)c1,Clc1cc(Cl)cc(Cl)c1,XKEFYDZQGKAQCN-UHFFFAOYSA-N
thiopental,-3.36,-2.96,CCCC(C)C1(CC)C(=O)NC(=S)NC1=O ,CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,IUJDSEJGGMCXSG-UHFFFAOYSA-N
Khellin,-3.021,-3.603,COc2c1occc1c(OC)c3c(=O)cc(C)oc23 ,COc1c2occc2c(OC)c2c(=O)cc(C)oc12,HSMPDPBYAYSOBC-UHFFFAOYSA-N
chlorothiazide,-3.05,-1.752,NS(=O)(=O)c2cc1c(N=CNS1(=O)=O)cc2Cl ,NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O,JBMKAUGHUNFTOL-UHFFFAOYSA-N
Methyl propyl ether ,-0.39,-0.718,CCCOC,CCCOC,VNKYTQGIUYNRMY-UHFFFAOYSA-N
Anthraquinone,-5.19,-3.34,O=C1c2ccccc2C(=O)c3ccccc13,O=C1c2ccccc2C(=O)c2ccccc21,RZVHIXYEVGDQDX-UHFFFAOYSA-N
Methane,-0.9,-0.636,C,C,VNWKTOKETHGBQD-UHFFFAOYSA-N
"1,3-diethylthiourea",-1.46,-1.028,CCNC(=S)NCC,CCNC(=S)NCC,FLVIGYVXZHLUHP-UHFFFAOYSA-N
Bibenzyl ,-4.62,-4.301,C(Cc1ccccc1)c2ccccc2,c1ccc(CCc2ccccc2)cc1,QWUWMCYKGHVNAV-UHFFFAOYSA-N
2-pyrrolidone,1.07,0.243,O=C1CCCN1,O=C1CCCN1,HNJBEVLQSNELDL-UHFFFAOYSA-N
"3,5-Dimethylpyridine",0.38,-2.098,Cc1cncc(C)c1,Cc1cncc(C)c1,HWWYDZCSSYKIAD-UHFFFAOYSA-N
Coumachlor,-5.839,-4.554,CC(=O)CC(c1ccc(Cl)cc1)c2c(O)c3ccccc3oc2=O,CC(=O)CC(c1ccc(Cl)cc1)c1c(O)c2ccccc2oc1=O,DEKWZWCFHUABHE-UHFFFAOYSA-N
Hydroxyprogesterone-17a,-3.817,-3.876,CC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,CC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,DBPWSSGDRRHUNT-UHFFFAOYSA-N
Phosalone,-5.233,-5.024,CCOP(=S)(OCC)SCn1c(=O)oc2cc(Cl)ccc12,CCOP(=S)(OCC)SCn1c(=O)oc2cc(Cl)ccc21,IOUNQDKNJZEDEP-UHFFFAOYSA-N
salicylanilide,-3.59,-3.782,c1ccccc1NC(=O)c2c(O)cccc2,O=C(Nc1ccccc1)c1ccccc1O,WKEDVNSFRWHDNR-UHFFFAOYSA-N
5-Ethyl-5-isopropylbarbituric acid,-2.148,-1.603,O=C1NC(=O)NC(=O)C1(CC)C(C)C,CCC1(C(C)C)C(=O)NC(=O)NC1=O,HHLXJTDUHFBYAU-UHFFFAOYSA-N
3-Methyl-3-hexanol,-0.98,-1.663,CCCC(C)(O)CC,CCCC(C)(O)CC,KYWJZCSJMOILIZ-UHFFFAOYSA-N
hydrazobenzene,-2.92,-3.492,N(Nc1ccccc1)c2ccccc2 ,c1ccc(NNc2ccccc2)cc1,YBQZXXMEJHZYMB-UHFFFAOYSA-N
Chlordane,-6.86,-6.039,ClC1CC2C(C1Cl)C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,ClC1=C(Cl)C2(Cl)C3C(Cl)C(Cl)CC3C1(Cl)C2(Cl)Cl,BIWJNBZANLAXMG-UHFFFAOYSA-N
d-inositol,0.35,-0.887,OC1C(O)C(O)C(O)C(O)C1O,OC1C(O)C(O)C(O)C(O)C1O,CDAISMWEOUEBRE-UHFFFAOYSA-N
Methylcyclopentane,-3.3,-2.452,CC1CCCC1,CC1CCCC1,GDOPTJXRTPNYNR-UHFFFAOYSA-N
5-hydroxyquinoline,-2.54,-2.725,Oc1cccc2ncccc12 ,Oc1cccc2ncccc12,GYESAYHWISMZOK-UHFFFAOYSA-N
Butyl acetate,-1.37,-1.111,CCCCOC=O,CCCCOC=O,NMJJFJNHVMGPGM-UHFFFAOYSA-N
"2,3,4,6-Tetrachlorophenol",-3.1,-4.203,Oc1c(Cl)cc(Cl)c(Cl)c1Cl,Oc1c(Cl)cc(Cl)c(Cl)c1Cl,VGVRPFIJEJYOFN-UHFFFAOYSA-N
3-Propanoyloxymethylphenytoin,-4.907,-3.128,O=C1N(COC(=O)CC)C(=O)C(N1)(c2ccccc2)c3ccccc3,CCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,FBQTWGHLMQUOQL-UHFFFAOYSA-N
Bromodichloromethane,-1.54,-2.176,BrC(Cl)Cl,ClC(Cl)Br,FMWLUWPQPKEARP-UHFFFAOYSA-N
Hypoxanthine,-2.296,-0.656,O=c1[nH]cnc2nc[nH]c12 ,O=c1[nH]cnc2nc[nH]c12,FDGQSTZJBFJUBT-UHFFFAOYSA-N
Fluoranthene,-6.0,-4.957,c1ccc2c(c1)c3cccc4cccc2c34,c1ccc2c(c1)-c1cccc3cccc-2c13,GVEPBJHOBDJJJI-UHFFFAOYSA-N
Benfuracarb,-4.71,-5.133,CCOC(=O)CCN(SN(C)C(=O)Oc1cccc2CC(C)(C)Oc21)C(C)C,CCOC(=O)CCN(SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2)C(C)C,FYZBOYWSHKHDMT-UHFFFAOYSA-N
Atratone,-2.084,-3.185,CCNc1nc(NC(C)C)nc(OC)n1,CCNc1nc(NC(C)C)nc(OC)n1,PXWUKZGIHQRDHL-UHFFFAOYSA-N
2-Hexanol,-0.89,-1.324,CCCCC(C)O,CCCCC(C)O,QNVRIHYSUZMSGM-UHFFFAOYSA-N
Napropamide,-3.57,-4.088,CCN(CC)C(=O)C(C)Oc1cccc2ccccc12 ,CCN(CC)C(=O)C(C)Oc1cccc2ccccc12,WXZVAROIGSFCFJ-UHFFFAOYSA-N
